t,freq,d21_err,d23_err,d24_err,d32_err,d34_err,d41_err,d42_err,d43_err,o_error
0.02,1110.0,0.8284977637463427,1.8283564032185877,0.926182889345843,1.8283564032185877,1.1621828893458432,4.099039129403812,0.926182889345843,1.1621828893458432,2.000000002494872
0.041,983.1,0.8290635430405766,1.8277200692155713,0.9253921942797683,1.8277200692155713,1.1615818681794616,4.098725298913474,0.9253921942797683,1.1615818681794616,2.000500003763652
0.06,1050.5,0.8302656020879255,1.826588626758865,0.9234001400157608,1.826588626758865,1.160538519293807,4.098019719113915,0.9234001400157608,1.160538519293807,2.0016002768482823
0.081,1008.55,0.8319629125974335,1.8248917676980119,0.9207438924167066,1.8248917676980119,1.1590209380264929,4.0970788052624485,0.9207438924167066,1.1590209380264929,2.0032008629287454
0.1,1116.08,0.8343673038298007,1.8224171997986955,0.9168545519300371,1.8224171997986955,1.1567763537086835,4.095746884363829,0.9168545519300371,1.1567763537086835,2.005402186369625
0.121,1130.6,0.8372669527506638,1.8196600036029316,0.912016979568715,1.8196600036029316,1.1541532223391764,4.093926465454602,0.912016979568715,1.1541532223391764,2.0079052689084453
0.14,1068.98,0.8408035524098465,1.8160549415336278,0.9063575006291908,1.8160549415336278,1.1508985411882593,4.091970506400822,0.9063575006291908,1.1508985411882593,2.0112098183053115
0.16,1294.43,0.8441281358155757,1.812732562085761,0.9010147278796037,1.812732562085761,1.1477711079012316,4.090113946585624,0.9010147278796037,1.1477711079012316,2.0141163625054523
0.18,1058.37,0.8487262040537065,1.8081384428373286,0.8939021417085051,1.8081384428373286,1.1436335367472363,4.08763541310429,0.8939021417085051,1.1436335367472363,2.0182272341755048
0.2,1102.35,0.853820246316169,1.8031209352981548,0.8860629642118805,1.8031209352981548,1.1391813048515962,4.085161397871717,0.8860629642118805,1.1391813048515962,2.022743142308545
0.221,1879.43,0.859621729347364,1.7972551793892522,0.8769606539173123,1.7972551793892522,1.1334992346980806,4.081930508669154,0.8769606539173123,1.1334992346980806,2.0277662685213436
0.24,990.21,0.8668389652527972,1.7900475075202662,0.8660576814690124,1.7900475075202662,1.1267771581487906,4.07834004607201,0.8660576814690124,1.1267771581487906,2.0340023263218616
0.26,944.62,0.8749049708291214,1.781991844902811,0.854525279453191,1.781991844902811,1.119520567656989,4.0746633948397335,0.854525279453191,1.119520567656989,2.0407544242974685
0.28,1040.36,0.8828301979890965,1.7737947790831612,0.8430911986236729,1.7737947790831612,1.1122664300054748,4.07085706114531,0.8430911986236729,1.1122664300054748,2.0474153919439044
0.3,1120.61,0.8925945112897038,1.7643269918377764,0.8309060812554567,1.7643269918377764,1.1048555655767314,4.067477470319367,0.8309060812554567,1.1048555655767314,2.0554082851931117
0.32,979.68,0.9024981744717722,1.7545037303431075,0.8186330542227416,1.7545037303431075,1.097229012040994,4.0636397974774745,0.8186330542227416,1.097229012040994,2.063127584896176
0.34,1050.65,0.9135371066277607,1.742773941024439,0.8047637709897657,1.742773941024439,1.0890343987148658,4.059205611052152,0.8047637709897657,1.0890343987148658,2.072172313009894
0.36,984.43,0.9244303364938262,1.7310432227798964,0.7912192764426345,1.7310432227798964,1.0805911612754922,4.054454746942184,0.7912192764426345,1.0805911612754922,2.0805509860208065
0.38,1020.06,0.9350399795832729,1.719098488607889,0.7780001044180525,1.719098488607889,1.0720517313252635,4.049694911338692,0.7780001044180525,1.0720517313252635,2.088650240397055
0.4,1592.0,0.9435251704965295,1.7096955671026466,0.7671783137908288,1.7096955671026466,1.064779702389874,4.045395631615901,0.7671783137908288,1.064779702389874,2.0948366061481836
0.421,1075.65,0.9539278300966454,1.697398091611642,0.7538531841859961,1.697398091611642,1.05624534257446,4.04065942226743,0.7538531841859961,1.05624534257446,2.103351889052729
0.441,1093.71,0.9653177748118629,1.6838250852168812,0.7389356355769663,1.6838250852168812,1.046297275043628,4.034836782104533,0.7389356355769663,1.046297275043628,2.11232333216747
0.46,997.29,0.9769902006820308,1.669612104121656,0.7234383755438962,1.669612104121656,1.0355999696359128,4.028582648568365,0.7234383755438962,1.0355999696359128,2.1214311654078646
0.48,983.4,0.9875363833267965,1.6566069473742382,0.7090514759507562,1.6566069473742382,1.0263570405253462,4.02283661124769,0.7090514759507562,1.0263570405253462,2.1302050832333013
0.5,989.41,0.9982916381142499,1.6428160663625335,0.694462853458977,1.6428160663625335,1.0159487804899303,4.016625294713589,0.694462853458977,1.0159487804899303,2.1388203556461587
0.52,992.63,1.0091181997826713,1.6286711643047167,0.6797603213802441,1.6286711643047167,1.0052876978404068,4.010522686128775,0.6797603213802441,1.0052876978404068,2.147555068464377
0.54,1004.83,1.0205180059905201,1.6137543420084386,0.6636727734108381,1.6137543420084386,0.9945774046630969,4.003734086797999,0.6636727734108381,0.9945774046630969,2.1572967576800903
0.56,1091.62,1.030497166820501,1.6002442442818934,0.6495978547288295,1.6002442442818934,0.9841812441372024,3.9973979000263213,0.6495978547288295,0.9841812441372024,2.1654360909882437
0.58,922.54,1.0421075388733998,1.5844013250723803,0.6331107043409885,1.5844013250723803,0.9723111273921861,3.990210292456112,0.6331107043409885,0.9723111273921861,2.1751363734201035
0.6,969.29,1.0538614352226805,1.5680620381847103,0.6166789081842761,1.5680620381847103,0.9601222133015268,3.983131059044883,0.6166789081842761,0.9601222133015268,2.1850558824209823
0.621,1057.31,1.0638431481002946,1.553985567283731,0.6023490597314618,1.553985567283731,0.949422876604157,3.9765384343928947,0.6023490597314618,0.949422876604157,2.1933387866445764
0.64,991.31,1.076229343078304,1.5358766914893431,0.5835631133009858,1.5358766914893431,0.9354088640470475,3.9671864138792197,0.5835631133009858,0.9354088640470475,2.20344892602035
0.66,918.41,1.0869159210409314,1.5195355851795926,0.5670881259565075,1.5195355851795926,0.9225446193222697,3.9588772576811264,0.5670881259565075,0.9225446193222697,2.2121143310301856
0.681,767.97,1.0963269827647553,1.5048215185304947,0.5521470235984203,1.5048215185304947,0.9108446342061725,3.9510471334848,0.5521470235984203,0.9108446342061725,2.219648709497089
0.7,910.04,1.1063733843064765,1.4886227237094616,0.5361252127527458,1.4886227237094616,0.8978173023867075,3.9427116734002157,0.5361252127527458,0.8978173023867075,2.227634622225409
0.72,1033.08,1.1159942803033522,1.4728480411028215,0.5189512243003529,1.4728480411028215,0.8842985253680875,3.9330536083793826,0.5189512243003529,0.8842985253680875,2.235222749393154
0.74,1220.28,1.1239865373093032,1.4594066648845265,0.5047543814657081,1.4594066648845265,0.8721721283523176,3.9250383572981136,0.5047543814657081,0.8721721283523176,2.241448629124941
0.76,1031.55,1.1323396094180675,1.4450480865159312,0.48850715838719383,1.4450480865159312,0.8591354525037964,3.9157972026921612,0.48850715838719383,0.8591354525037964,2.248366367030055
0.78,1060.25,1.1405429802397173,1.430830287030258,0.47177270707581975,1.430830287030258,0.845141540935463,3.9058656580007813,0.47177270707581975,0.845141540935463,2.2547307179601823
0.801,1105.22,1.1481160991904145,1.417888206705209,0.4555877807458888,1.417888206705209,0.8324208502800983,3.8964834546626603,0.4555877807458888,0.8324208502800983,2.2609366434150795
0.821,1207.96,1.1546225958025138,1.4063597605086327,0.44163823900905985,1.4063597605086327,0.8206868766829793,3.8882538874451322,0.44163823900905985,0.8206868766829793,2.266019330115062
0.84,1091.46,1.161485277112242,1.3933466720172047,0.4256000542370675,1.3933466720172047,0.8070901030986333,3.878513252195418,0.4256000542370675,0.8070901030986333,2.271516860523833
0.86,1056.23,1.1677175728852007,1.380758807458471,0.41006734288431934,1.380758807458471,0.793762821267221,3.8692698618198005,0.41006734288431934,0.793762821267221,2.2768475246615454
0.88,1055.06,1.1738749023804793,1.3685958716042252,0.3935951344940989,1.3685958716042252,0.7802656036767761,3.8590042338369512,0.3935951344940989,0.7802656036767761,2.2819031817643025
