t,freq,d21_err,d23_err,d24_err,d32_err,d34_err,d41_err,d42_err,d43_err,o_error
0.021,1368.48,0.8284271247461903,1.8284271247461903,0.9262776601683793,1.8284271247461903,1.1622776601683795,4.0990195135927845,0.9262776601683793,1.1622776601683795,2.0
0.04,1064.68,0.8287100143933954,1.8281442350989852,0.9259931224661586,1.8281442350989852,1.162056264158108,4.098960556660932,0.9259931224661586,1.162056264158108,2.0002000431901847
0.061,950.77,0.8292049878683492,1.8275786243919687,0.9252024305651356,1.8275786243919687,1.1614554736069902,4.098666366051507,0.9252024305651356,1.1614554736069902,2.000600162035793
0.08,1337.83,0.8304070468846687,1.826517915847814,0.9233051483995838,1.826517915847814,1.160538519293807,4.098039366237844,0.9233051483995838,1.160538519293807,2.0017002267468755
0.1,989.8,0.8323870784549356,1.8245382655970825,0.9200482359092943,1.8245382655970825,1.1587364210265365,4.096843766567816,0.9200482359092943,1.1587364210265365,2.003501085305316
0.121,1039.39,0.8346501934263073,1.8222050742379956,0.9162855860443577,1.8222050742379956,1.15658693554481,4.095492266682041,0.9162855860443577,1.15658693554481,2.005602528522787
0.141,1108.8,0.8372669527506638,1.8196600036029316,0.9121117230642461,1.8196600036029316,1.1541847271469265,4.094122321443667,0.9121117230642461,1.1541847271469265,2.0079052689084453
0.162,838.41,0.8403790492364682,1.8164789366435459,0.9069583006026423,1.8164789366435459,1.1512778342053331,4.092205069043372,0.9069583006026423,1.1512778342053331,2.010809137127691
0.181,1048.84,0.844835626514902,1.8120967854152665,0.8998451894906223,1.8120967854152665,1.147329110772949,4.089723573647721,0.8998451894906223,1.147329110772949,2.014817581909789
0.201,819.89,0.8492213119260876,1.8076436090540744,0.8932066952859654,1.8076436090540744,1.1432225084683507,4.087617105023188,0.8932066952859654,1.1432225084683507,2.0186288775179166
0.221,1145.02,0.854456829076149,1.8024137977520152,0.88517797014104,1.8024137977520152,1.1383913075900574,4.084869618504703,0.88517797014104,1.1383913075900574,2.0232457450909664
0.241,968.74,0.8598345809420325,1.796901771709404,0.8769606539173123,1.796901771709404,1.1334979632360827,4.082224299823001,0.8769606539173123,1.1334979632360827,2.028066427696404
0.261,924.69,0.8662013957429284,1.7908246478405272,0.8669424279066793,1.7908246478405272,1.1273145284432666,4.078474967454219,0.8669424279066793,1.1273145284432666,2.033300367506284
0.281,908.04,0.8725695551847656,1.7845357729647868,0.857874294225347,1.7845357729647868,1.1216350301164484,4.0757285071977964,0.857874294225347,1.1216350301164484,2.0387388906903854
0.301,1102.82,0.8805656479494011,1.7765521099011323,0.8465341760389395,1.7765521099011323,1.114727621752726,4.072172925671887,0.8465341760389395,1.114727621752726,2.045497170598012
0.321,868.85,0.8891274226842789,1.7677893353121075,0.8350088213848941,1.7677893353121075,1.1074110852093897,4.068491431691343,0.8350088213848941,1.1074110852093897,2.052573370182508
0.34,1018.74,0.8983258394827844,1.7586033881127228,0.823491296966639,1.7586033881127228,1.1003491767630775,4.0650917403670235,0.823491296966639,1.1003491767630775,2.060071101915153
0.36,1073.47,0.908018760904628,1.7485688608046952,0.8119188720256241,1.7485688608046952,1.0932864426408226,4.061722111419138,0.8119188720256241,1.0932864426408226,2.06779415702967
0.381,771.2,0.9173569684547194,1.7386754242348714,0.8000067388031802,1.7386754242348714,1.0860415529336964,4.05753672288267,0.8000067388031802,1.0860415529336964,2.0751318101006744
0.4,1134.77,0.9276136034019218,1.727438403933018,0.787504832181039,1.727438403933018,1.0780989381305686,4.053312936197834,0.787504832181039,1.0780989381305686,2.0830076955863213
0.42,974.45,0.9374433242779276,1.716695267364774,0.7749778613724359,1.716695267364774,1.0701010818979357,4.048471471663316,0.7749778613724359,1.0701010818979357,2.090304568050932
0.44,986.0,0.9474187881500211,1.7049614428588762,0.7618971771092418,1.7049614428588762,1.0615994503870052,4.043457822947827,0.7618971771092418,1.0615994503870052,2.0982082682455707
0.461,958.29,0.957041776973309,1.6935808666165753,0.7499575473084783,1.6935808666165753,1.053533678241644,4.03934376717346,0.7499575473084783,1.053533678241644,2.1059192253978383
0.48,969.56,0.9668715972792299,1.6822674291042494,0.7367674027967448,1.6822674291042494,1.0447606289861127,4.033751861503214,0.7367674027967448,1.0447606289861127,2.1132740103211303
0.501,1043.42,0.9772750454592032,1.6692611197819174,0.7230279460646987,1.6692611197819174,1.035504481869772,4.028506726195423,0.7230279460646987,1.035504481869772,2.121830867652046
0.521,905.75,0.9876767865504479,1.6563220047318667,0.7082983170889428,1.6563220047318667,1.0256701161096675,4.0221438336483075,0.7082983170889428,1.0256701161096675,2.1302141918296824
0.541,877.21,0.9971592001558034,1.6446566913351397,0.6962762938633551,1.6446566913351397,1.0174585182244762,4.017587729951719,0.6962762938633551,1.0174585182244762,2.1378875146770633
0.561,934.13,1.0068532434786248,1.6319971661837305,0.6828536451007876,1.6319971661837305,1.0078706505770048,4.011815693486416,0.6828536451007876,1.0078706505770048,2.1456856328986302
0.58,927.66,1.0169743362991133,1.6186316034757295,0.6687599495282042,1.6186316034757295,0.9978449564154159,4.005782500832507,0.6687599495282042,0.9978449564154159,2.15400411083315
